#,Image URL,Name,Subtitle,Type,Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed
0147,https://img.pokemondb.net/sprites/scarlet-violet/icon/dratini.png,Dratini,,['Dragon'],300,41,64,45,50,50,50
0148,https://img.pokemondb.net/sprites/scarlet-violet/icon/dragonair.png,Dragonair,,['Dragon'],420,61,84,65,70,70,70
0149,https://img.pokemondb.net/sprites/scarlet-violet/icon/dragonite.png,Dragonite,,"['Dragon', 'Flying']",600,91,134,95,100,100,80
0150,https://img.pokemondb.net/sprites/scarlet-violet/icon/mewtwo.png,Mewtwo,,['Psychic'],680,106,110,90,154,90,130
0150,https://img.pokemondb.net/sprites/scarlet-violet/icon/mewtwo-mega-x.png,Mewtwo,Mega Mewtwo X,"['Psychic', 'Fighting']",780,106,190,100,154,100,130
0150,https://img.pokemondb.net/sprites/scarlet-violet/icon/mewtwo-mega-y.png,Mewtwo,Mega Mewtwo Y,['Psychic'],780,106,150,70,194,120,140
0151,https://img.pokemondb.net/sprites/scarlet-violet/icon/mew.png,Mew,,['Psychic'],600,100,100,100,100,100,100
0152,https://img.pokemondb.net/sprites/scarlet-violet/icon/chikorita.png,Chikorita,,['Grass'],318,45,49,65,49,65,45
0153,https://img.pokemondb.net/sprites/scarlet-violet/icon/bayleef.png,Bayleef,,['Grass'],405,60,62,80,63,80,60
0154,https://img.pokemondb.net/sprites/scarlet-violet/icon/meganium.png,Meganium,,['Grass'],525,80,82,100,83,100,80
0155,https://img.pokemondb.net/sprites/scarlet-violet/icon/cyndaquil.png,Cyndaquil,,['Fire'],309,39,52,43,60,50,65
0156,https://img.pokemondb.net/sprites/scarlet-violet/icon/quilava.png,Quilava,,['Fire'],405,58,64,58,80,65,80
0157,https://img.pokemondb.net/sprites/scarlet-violet/icon/typhlosion.png,Typhlosion,,['Fire'],534,78,84,78,109,85,100
0157,https://img.pokemondb.net/sprites/scarlet-violet/icon/typhlosion-hisuian.png,Typhlosion,Hisuian Typhlosion,"['Fire', 'Ghost']",534,73,84,78,119,85,95
0158,https://img.pokemondb.net/sprites/scarlet-violet/icon/totodile.png,Totodile,,['Water'],314,50,65,64,44,48,43
0159,https://img.pokemondb.net/sprites/scarlet-violet/icon/croconaw.png,Croconaw,,['Water'],405,65,80,80,59,63,58
0160,https://img.pokemondb.net/sprites/scarlet-violet/icon/feraligatr.png,Feraligatr,,['Water'],530,85,105,100,79,83,78
0161,https://img.pokemondb.net/sprites/scarlet-violet/icon/sentret.png,Sentret,,['Normal'],215,35,46,34,35,45,20
0162,https://img.pokemondb.net/sprites/scarlet-violet/icon/furret.png,Furret,,['Normal'],415,85,76,64,45,55,90
0163,https://img.pokemondb.net/sprites/scarlet-violet/icon/hoothoot.png,Hoothoot,,"['Normal', 'Flying']",262,60,30,30,36,56,50
0164,https://img.pokemondb.net/sprites/scarlet-violet/icon/noctowl.png,Noctowl,,"['Normal', 'Flying']",452,100,50,50,86,96,70
0165,https://img.pokemondb.net/sprites/scarlet-violet/icon/ledyba.png,Ledyba,,"['Bug', 'Flying']",265,40,20,30,40,80,55
0166,https://img.pokemondb.net/sprites/scarlet-violet/icon/ledian.png,Ledian,,"['Bug', 'Flying']",390,55,35,50,55,110,85
0167,https://img.pokemondb.net/sprites/scarlet-violet/icon/spinarak.png,Spinarak,,"['Bug', 'Poison']",250,40,60,40,40,40,30
0168,https://img.pokemondb.net/sprites/scarlet-violet/icon/ariados.png,Ariados,,"['Bug', 'Poison']",400,70,90,70,60,70,40
0169,https://img.pokemondb.net/sprites/scarlet-violet/icon/crobat.png,Crobat,,"['Poison', 'Flying']",535,85,90,80,70,80,130
0170,https://img.pokemondb.net/sprites/scarlet-violet/icon/chinchou.png,Chinchou,,"['Water', 'Electric']",330,75,38,38,56,56,67
0171,https://img.pokemondb.net/sprites/scarlet-violet/icon/lanturn.png,Lanturn,,"['Water', 'Electric']",460,125,58,58,76,76,67
0172,https://img.pokemondb.net/sprites/scarlet-violet/icon/pichu.png,Pichu,,['Electric'],205,20,40,15,35,35,60
0173,https://img.pokemondb.net/sprites/scarlet-violet/icon/cleffa.png,Cleffa,,['Fairy'],218,50,25,28,45,55,15
0174,https://img.pokemondb.net/sprites/scarlet-violet/icon/igglybuff.png,Igglybuff,,"['Normal', 'Fairy']",210,90,30,15,40,20,15
0175,https://img.pokemondb.net/sprites/scarlet-violet/icon/togepi.png,Togepi,,['Fairy'],245,35,20,65,40,65,20
0176,https://img.pokemondb.net/sprites/scarlet-violet/icon/togetic.png,Togetic,,"['Fairy', 'Flying']",405,55,40,85,80,105,40
0177,https://img.pokemondb.net/sprites/scarlet-violet/icon/natu.png,Natu,,"['Psychic', 'Flying']",320,40,50,45,70,45,70
0178,https://img.pokemondb.net/sprites/scarlet-violet/icon/xatu.png,Xatu,,"['Psychic', 'Flying']",470,65,75,70,95,70,95
0179,https://img.pokemondb.net/sprites/scarlet-violet/icon/mareep.png,Mareep,,['Electric'],280,55,40,40,65,45,35
0180,https://img.pokemondb.net/sprites/scarlet-violet/icon/flaaffy.png,Flaaffy,,['Electric'],365,70,55,55,80,60,45
0181,https://img.pokemondb.net/sprites/scarlet-violet/icon/ampharos.png,Ampharos,,['Electric'],510,90,75,85,115,90,55
0181,https://img.pokemondb.net/sprites/scarlet-violet/icon/ampharos-mega.png,Ampharos,Mega Ampharos,"['Electric', 'Dragon']",610,90,95,105,165,110,45
0182,https://img.pokemondb.net/sprites/scarlet-violet/icon/bellossom.png,Bellossom,,['Grass'],490,75,80,95,90,100,50
0183,https://img.pokemondb.net/sprites/scarlet-violet/icon/marill.png,Marill,,"['Water', 'Fairy']",250,70,20,50,20,50,40
0184,https://img.pokemondb.net/sprites/scarlet-violet/icon/azumarill.png,Azumarill,,"['Water', 'Fairy']",420,100,50,80,60,80,50
0185,https://img.pokemondb.net/sprites/scarlet-violet/icon/sudowoodo.png,Sudowoodo,,['Rock'],410,70,100,115,30,65,30
0186,https://img.pokemondb.net/sprites/scarlet-violet/icon/politoed.png,Politoed,,['Water'],500,90,75,75,90,100,70
0187,https://img.pokemondb.net/sprites/scarlet-violet/icon/hoppip.png,Hoppip,,"['Grass', 'Flying']",250,35,35,40,35,55,50
0188,https://img.pokemondb.net/sprites/scarlet-violet/icon/skiploom.png,Skiploom,,"['Grass', 'Flying']",340,55,45,50,45,65,80
0189,https://img.pokemondb.net/sprites/scarlet-violet/icon/jumpluff.png,Jumpluff,,"['Grass', 'Flying']",460,75,55,70,55,95,110
0190,https://img.pokemondb.net/sprites/scarlet-violet/icon/aipom.png,Aipom,,['Normal'],360,55,70,55,40,55,85
0191,https://img.pokemondb.net/sprites/scarlet-violet/icon/sunkern.png,Sunkern,,['Grass'],180,30,30,30,30,30,30
0192,https://img.pokemondb.net/sprites/scarlet-violet/icon/sunflora.png,Sunflora,,['Grass'],425,75,75,55,105,85,30
0193,https://img.pokemondb.net/sprites/scarlet-violet/icon/yanma.png,Yanma,,"['Bug', 'Flying']",390,65,65,45,75,45,95
0194,https://img.pokemondb.net/sprites/scarlet-violet/icon/wooper.png,Wooper,,"['Water', 'Ground']",210,55,45,45,25,25,15
0194,https://img.pokemondb.net/sprites/scarlet-violet/icon/wooper-paldean.png,Wooper,Paldean Wooper,"['Poison', 'Ground']",210,55,45,45,25,25,15
0195,https://img.pokemondb.net/sprites/scarlet-violet/icon/quagsire.png,Quagsire,,"['Water', 'Ground']",430,95,85,85,65,65,35
0196,https://img.pokemondb.net/sprites/scarlet-violet/icon/espeon.png,Espeon,,['Psychic'],525,65,65,60,130,95,110
0197,https://img.pokemondb.net/sprites/scarlet-violet/icon/umbreon.png,Umbreon,,['Dark'],525,95,65,110,60,130,65
0198,https://img.pokemondb.net/sprites/scarlet-violet/icon/murkrow.png,Murkrow,,"['Dark', 'Flying']",405,60,85,42,85,42,91
0199,https://img.pokemondb.net/sprites/scarlet-violet/icon/slowking.png,Slowking,,"['Water', 'Psychic']",490,95,75,80,100,110,30
0199,https://img.pokemondb.net/sprites/scarlet-violet/icon/slowking-galarian.png,Slowking,Galarian Slowking,"['Poison', 'Psychic']",490,95,65,80,110,110,30
0200,https://img.pokemondb.net/sprites/scarlet-violet/icon/misdreavus.png,Misdreavus,,['Ghost'],435,60,60,60,85,85,85
0201,https://img.pokemondb.net/sprites/scarlet-violet/icon/unown.png,Unown,,['Psychic'],336,48,72,48,72,48,48
0202,https://img.pokemondb.net/sprites/scarlet-violet/icon/wobbuffet.png,Wobbuffet,,['Psychic'],405,190,33,58,33,58,33
0203,https://img.pokemondb.net/sprites/scarlet-violet/icon/girafarig.png,Girafarig,,"['Normal', 'Psychic']",455,70,80,65,90,65,85
0204,https://img.pokemondb.net/sprites/scarlet-violet/icon/pineco.png,Pineco,,['Bug'],290,50,65,90,35,35,15
0205,https://img.pokemondb.net/sprites/scarlet-violet/icon/forretress.png,Forretress,,"['Bug', 'Steel']",465,75,90,140,60,60,40
0206,https://img.pokemondb.net/sprites/scarlet-violet/icon/dunsparce.png,Dunsparce,,['Normal'],415,100,70,70,65,65,45
0207,https://img.pokemondb.net/sprites/scarlet-violet/icon/gligar.png,Gligar,,"['Ground', 'Flying']",430,65,75,105,35,65,85
0208,https://img.pokemondb.net/sprites/scarlet-violet/icon/steelix.png,Steelix,,"['Steel', 'Ground']",510,75,85,200,55,65,30
0208,https://img.pokemondb.net/sprites/scarlet-violet/icon/steelix-mega.png,Steelix,Mega Steelix,"['Steel', 'Ground']",610,75,125,230,55,95,30
0209,https://img.pokemondb.net/sprites/scarlet-violet/icon/snubbull.png,Snubbull,,['Fairy'],300,60,80,50,40,40,30
0210,https://img.pokemondb.net/sprites/scarlet-violet/icon/granbull.png,Granbull,,['Fairy'],450,90,120,75,60,60,45
0211,https://img.pokemondb.net/sprites/scarlet-violet/icon/qwilfish.png,Qwilfish,,"['Water', 'Poison']",440,65,95,85,55,55,85
0211,https://img.pokemondb.net/sprites/scarlet-violet/icon/qwilfish-hisuian.png,Qwilfish,Hisuian Qwilfish,"['Dark', 'Poison']",440,65,95,85,55,55,85
0212,https://img.pokemondb.net/sprites/scarlet-violet/icon/scizor.png,Scizor,,"['Bug', 'Steel']",500,70,130,100,55,80,65
0212,https://img.pokemondb.net/sprites/scarlet-violet/icon/scizor-mega.png,Scizor,Mega Scizor,"['Bug', 'Steel']",600,70,150,140,65,100,75
0213,https://img.pokemondb.net/sprites/scarlet-violet/icon/shuckle.png,Shuckle,,"['Bug', 'Rock']",505,20,10,230,10,230,5
0214,https://img.pokemondb.net/sprites/scarlet-violet/icon/heracross.png,Heracross,,"['Bug', 'Fighting']",500,80,125,75,40,95,85
0214,https://img.pokemondb.net/sprites/scarlet-violet/icon/heracross-mega.png,Heracross,Mega Heracross,"['Bug', 'Fighting']",600,80,185,115,40,105,75
0215,https://img.pokemondb.net/sprites/scarlet-violet/icon/sneasel.png,Sneasel,,"['Dark', 'Ice']",430,55,95,55,35,75,115
0215,https://img.pokemondb.net/sprites/scarlet-violet/icon/sneasel-hisuian.png,Sneasel,Hisuian Sneasel,"['Fighting', 'Poison']",430,55,95,55,35,75,115
0216,https://img.pokemondb.net/sprites/scarlet-violet/icon/teddiursa.png,Teddiursa,,['Normal'],330,60,80,50,50,50,40
0217,https://img.pokemondb.net/sprites/scarlet-violet/icon/ursaring.png,Ursaring,,['Normal'],500,90,130,75,75,75,55
0218,https://img.pokemondb.net/sprites/scarlet-violet/icon/slugma.png,Slugma,,['Fire'],250,40,40,40,70,40,20
0219,https://img.pokemondb.net/sprites/scarlet-violet/icon/magcargo.png,Magcargo,,"['Fire', 'Rock']",430,60,50,120,90,80,30
0220,https://img.pokemondb.net/sprites/scarlet-violet/icon/swinub.png,Swinub,,"['Ice', 'Ground']",250,50,50,40,30,30,50
0221,https://img.pokemondb.net/sprites/scarlet-violet/icon/piloswine.png,Piloswine,,"['Ice', 'Ground']",450,100,100,80,60,60,50
0222,https://img.pokemondb.net/sprites/scarlet-violet/icon/corsola.png,Corsola,,"['Water', 'Rock']",410,65,55,95,65,95,35
0222,https://img.pokemondb.net/sprites/scarlet-violet/icon/corsola-galarian.png,Corsola,Galarian Corsola,['Ghost'],410,60,55,100,65,100,30
0223,https://img.pokemondb.net/sprites/scarlet-violet/icon/remoraid.png,Remoraid,,['Water'],300,35,65,35,65,35,65
0224,https://img.pokemondb.net/sprites/scarlet-violet/icon/octillery.png,Octillery,,['Water'],480,75,105,75,105,75,45
0225,https://img.pokemondb.net/sprites/scarlet-violet/icon/delibird.png,Delibird,,"['Ice', 'Flying']",330,45,55,45,65,45,75
0226,https://img.pokemondb.net/sprites/scarlet-violet/icon/mantine.png,Mantine,,"['Water', 'Flying']",485,85,40,70,80,140,70
0227,https://img.pokemondb.net/sprites/scarlet-violet/icon/skarmory.png,Skarmory,,"['Steel', 'Flying']",465,65,80,140,40,70,70
0228,https://img.pokemondb.net/sprites/scarlet-violet/icon/houndour.png,Houndour,,"['Dark', 'Fire']",330,45,60,30,80,50,65
0229,https://img.pokemondb.net/sprites/scarlet-violet/icon/houndoom.png,Houndoom,,"['Dark', 'Fire']",500,75,90,50,110,80,95
0229,https://img.pokemondb.net/sprites/scarlet-violet/icon/houndoom-mega.png,Houndoom,Mega Houndoom,"['Dark', 'Fire']",600,75,90,90,140,90,115
0230,https://img.pokemondb.net/sprites/scarlet-violet/icon/kingdra.png,Kingdra,,"['Water', 'Dragon']",540,75,95,95,95,95,85
0231,https://img.pokemondb.net/sprites/scarlet-violet/icon/phanpy.png,Phanpy,,['Ground'],330,90,60,60,40,40,40
0232,https://img.pokemondb.net/sprites/scarlet-violet/icon/donphan.png,Donphan,,['Ground'],500,90,120,120,60,60,50
0233,https://img.pokemondb.net/sprites/scarlet-violet/icon/porygon2.png,Porygon2,,['Normal'],515,85,80,90,105,95,60
0234,https://img.pokemondb.net/sprites/scarlet-violet/icon/stantler.png,Stantler,,['Normal'],465,73,95,62,85,65,85
0235,https://img.pokemondb.net/sprites/scarlet-violet/icon/smeargle.png,Smeargle,,['Normal'],250,55,20,35,20,45,75
0236,https://img.pokemondb.net/sprites/scarlet-violet/icon/tyrogue.png,Tyrogue,,['Fighting'],210,35,35,35,35,35,35
0237,https://img.pokemondb.net/sprites/scarlet-violet/icon/hitmontop.png,Hitmontop,,['Fighting'],455,50,95,95,35,110,70
0238,https://img.pokemondb.net/sprites/scarlet-violet/icon/smoochum.png,Smoochum,,"['Ice', 'Psychic']",305,45,30,15,85,65,65
0239,https://img.pokemondb.net/sprites/scarlet-violet/icon/elekid.png,Elekid,,['Electric'],360,45,63,37,65,55,95
0240,https://img.pokemondb.net/sprites/scarlet-violet/icon/magby.png,Magby,,['Fire'],365,45,75,37,70,55,83
0241,https://img.pokemondb.net/sprites/scarlet-violet/icon/miltank.png,Miltank,,['Normal'],490,95,80,105,40,70,100
0242,https://img.pokemondb.net/sprites/scarlet-violet/icon/blissey.png,Blissey,,['Normal'],540,255,10,10,75,135,55
0243,https://img.pokemondb.net/sprites/scarlet-violet/icon/raikou.png,Raikou,,['Electric'],580,90,85,75,115,100,115
0244,https://img.pokemondb.net/sprites/scarlet-violet/icon/entei.png,Entei,,['Fire'],580,115,115,85,90,75,100
0245,https://img.pokemondb.net/sprites/scarlet-violet/icon/suicune.png,Suicune,,['Water'],580,100,75,115,90,115,85
0246,https://img.pokemondb.net/sprites/scarlet-violet/icon/larvitar.png,Larvitar,,"['Rock', 'Ground']",300,50,64,50,45,50,41
0247,https://img.pokemondb.net/sprites/scarlet-violet/icon/pupitar.png,Pupitar,,"['Rock', 'Ground']",410,70,84,70,65,70,51
0248,https://img.pokemondb.net/sprites/scarlet-violet/icon/tyranitar.png,Tyranitar,,"['Rock', 'Dark']",600,100,134,110,95,100,61
0248,https://img.pokemondb.net/sprites/scarlet-violet/icon/tyranitar-mega.png,Tyranitar,Mega Tyranitar,"['Rock', 'Dark']",700,100,164,150,95,120,71
0249,https://img.pokemondb.net/sprites/scarlet-violet/icon/lugia.png,Lugia,,"['Psychic', 'Flying']",680,106,90,130,90,154,110
0250,https://img.pokemondb.net/sprites/scarlet-violet/icon/ho-oh.png,Ho-oh,,"['Fire', 'Flying']",680,106,130,90,110,154,90
0251,https://img.pokemondb.net/sprites/scarlet-violet/icon/celebi.png,Celebi,,"['Psychic', 'Grass']",600,100,100,100,100,100,100
0252,https://img.pokemondb.net/sprites/scarlet-violet/icon/treecko.png,Treecko,,['Grass'],310,40,45,35,65,55,70
0253,https://img.pokemondb.net/sprites/scarlet-violet/icon/grovyle.png,Grovyle,,['Grass'],405,50,65,45,85,65,95
0254,https://img.pokemondb.net/sprites/scarlet-violet/icon/sceptile.png,Sceptile,,['Grass'],530,70,85,65,105,85,120
0254,https://img.pokemondb.net/sprites/scarlet-violet/icon/sceptile-mega.png,Sceptile,Mega Sceptile,"['Grass', 'Dragon']",630,70,110,75,145,85,145
0255,https://img.pokemondb.net/sprites/scarlet-violet/icon/torchic.png,Torchic,,['Fire'],310,45,60,40,70,50,45
0256,https://img.pokemondb.net/sprites/scarlet-violet/icon/combusken.png,Combusken,,"['Fire', 'Fighting']",405,60,85,60,85,60,55
0257,https://img.pokemondb.net/sprites/scarlet-violet/icon/blaziken.png,Blaziken,,"['Fire', 'Fighting']",530,80,120,70,110,70,80
0257,https://img.pokemondb.net/sprites/scarlet-violet/icon/blaziken-mega.png,Blaziken,Mega Blaziken,"['Fire', 'Fighting']",630,80,160,80,130,80,100
0258,https://img.pokemondb.net/sprites/scarlet-violet/icon/mudkip.png,Mudkip,,['Water'],310,50,70,50,50,50,40
0259,https://img.pokemondb.net/sprites/scarlet-violet/icon/marshtomp.png,Marshtomp,,"['Water', 'Ground']",405,70,85,70,60,70,50
0260,https://img.pokemondb.net/sprites/scarlet-violet/icon/swampert.png,Swampert,,"['Water', 'Ground']",535,100,110,90,85,90,60
0260,https://img.pokemondb.net/sprites/scarlet-violet/icon/swampert-mega.png,Swampert,Mega Swampert,"['Water', 'Ground']",635,100,150,110,95,110,70
0261,https://img.pokemondb.net/sprites/scarlet-violet/icon/poochyena.png,Poochyena,,['Dark'],220,35,55,35,30,30,35
0262,https://img.pokemondb.net/sprites/scarlet-violet/icon/mightyena.png,Mightyena,,['Dark'],420,70,90,70,60,60,70
0263,https://img.pokemondb.net/sprites/scarlet-violet/icon/zigzagoon.png,Zigzagoon,,['Normal'],240,38,30,41,30,41,60
0263,https://img.pokemondb.net/sprites/scarlet-violet/icon/zigzagoon-galarian.png,Zigzagoon,Galarian Zigzagoon,"['Dark', 'Normal']",240,38,30,41,30,41,60
0264,https://img.pokemondb.net/sprites/scarlet-violet/icon/linoone.png,Linoone,,['Normal'],420,78,70,61,50,61,100
0264,https://img.pokemondb.net/sprites/scarlet-violet/icon/linoone-galarian.png,Linoone,Galarian Linoone,"['Dark', 'Normal']",420,78,70,61,50,61,100
0265,https://img.pokemondb.net/sprites/scarlet-violet/icon/wurmple.png,Wurmple,,['Bug'],195,45,45,35,20,30,20
0266,https://img.pokemondb.net/sprites/scarlet-violet/icon/silcoon.png,Silcoon,,['Bug'],205,50,35,55,25,25,15
0267,https://img.pokemondb.net/sprites/scarlet-violet/icon/beautifly.png,Beautifly,,"['Bug', 'Flying']",395,60,70,50,100,50,65
0268,https://img.pokemondb.net/sprites/scarlet-violet/icon/cascoon.png,Cascoon,,['Bug'],205,50,35,55,25,25,15
0269,https://img.pokemondb.net/sprites/scarlet-violet/icon/dustox.png,Dustox,,"['Bug', 'Poison']",385,60,50,70,50,90,65
0270,https://img.pokemondb.net/sprites/scarlet-violet/icon/lotad.png,Lotad,,"['Water', 'Grass']",220,40,30,30,40,50,30
0271,https://img.pokemondb.net/sprites/scarlet-violet/icon/lombre.png,Lombre,,"['Water', 'Grass']",340,60,50,50,60,70,50
0272,https://img.pokemondb.net/sprites/scarlet-violet/icon/ludicolo.png,Ludicolo,,"['Water', 'Grass']",480,80,70,70,90,100,70
0273,https://img.pokemondb.net/sprites/scarlet-violet/icon/seedot.png,Seedot,,['Grass'],220,40,40,50,30,30,30
0274,https://img.pokemondb.net/sprites/scarlet-violet/icon/nuzleaf.png,Nuzleaf,,"['Grass', 'Dark']",340,70,70,40,60,40,60
0275,https://img.pokemondb.net/sprites/scarlet-violet/icon/shiftry.png,Shiftry,,"['Grass', 'Dark']",480,90,100,60,90,60,80
0276,https://img.pokemondb.net/sprites/scarlet-violet/icon/taillow.png,Taillow,,"['Normal', 'Flying']",270,40,55,30,30,30,85
0277,https://img.pokemondb.net/sprites/scarlet-violet/icon/swellow.png,Swellow,,"['Normal', 'Flying']",455,60,85,60,75,50,125
0278,https://img.pokemondb.net/sprites/scarlet-violet/icon/wingull.png,Wingull,,"['Water', 'Flying']",270,40,30,30,55,30,85
0279,https://img.pokemondb.net/sprites/scarlet-violet/icon/pelipper.png,Pelipper,,"['Water', 'Flying']",440,60,50,100,95,70,65
0280,https://img.pokemondb.net/sprites/scarlet-violet/icon/ralts.png,Ralts,,"['Psychic', 'Fairy']",198,28,25,25,45,35,40
0281,https://img.pokemondb.net/sprites/scarlet-violet/icon/kirlia.png,Kirlia,,"['Psychic', 'Fairy']",278,38,35,35,65,55,50
0282,https://img.pokemondb.net/sprites/scarlet-violet/icon/gardevoir.png,Gardevoir,,"['Psychic', 'Fairy']",518,68,65,65,125,115,80
0282,https://img.pokemondb.net/sprites/scarlet-violet/icon/gardevoir-mega.png,Gardevoir,Mega Gardevoir,"['Psychic', 'Fairy']",618,68,85,65,165,135,100
0283,https://img.pokemondb.net/sprites/scarlet-violet/icon/surskit.png,Surskit,,"['Bug', 'Water']",269,40,30,32,50,52,65
0284,https://img.pokemondb.net/sprites/scarlet-violet/icon/masquerain.png,Masquerain,,"['Bug', 'Flying']",454,70,60,62,100,82,80
0285,https://img.pokemondb.net/sprites/scarlet-violet/icon/shroomish.png,Shroomish,,['Grass'],295,60,40,60,40,60,35
0286,https://img.pokemondb.net/sprites/scarlet-violet/icon/breloom.png,Breloom,,"['Grass', 'Fighting']",460,60,130,80,60,60,70
0287,https://img.pokemondb.net/sprites/scarlet-violet/icon/slakoth.png,Slakoth,,['Normal'],280,60,60,60,35,35,30
0288,https://img.pokemondb.net/sprites/scarlet-violet/icon/vigoroth.png,Vigoroth,,['Normal'],440,80,80,80,55,55,90
0289,https://img.pokemondb.net/sprites/scarlet-violet/icon/slaking.png,Slaking,,['Normal'],670,150,160,100,95,65,100
0290,https://img.pokemondb.net/sprites/scarlet-violet/icon/nincada.png,Nincada,,"['Bug', 'Ground']",266,31,45,90,30,30,40
0291,https://img.pokemondb.net/sprites/scarlet-violet/icon/ninjask.png,Ninjask,,"['Bug', 'Flying']",456,61,90,45,50,50,160
0292,https://img.pokemondb.net/sprites/scarlet-violet/icon/shedinja.png,Shedinja,,"['Bug', 'Ghost']",236,1,90,45,30,30,40
0293,https://img.pokemondb.net/sprites/scarlet-violet/icon/whismur.png,Whismur,,['Normal'],240,64,51,23,51,23,28
0294,https://img.pokemondb.net/sprites/scarlet-violet/icon/loudred.png,Loudred,,['Normal'],360,84,71,43,71,43,48
0295,https://img.pokemondb.net/sprites/scarlet-violet/icon/exploud.png,Exploud,,['Normal'],490,104,91,63,91,73,68
0296,https://img.pokemondb.net/sprites/scarlet-violet/icon/makuhita.png,Makuhita,,['Fighting'],237,72,60,30,20,30,25
0297,https://img.pokemondb.net/sprites/scarlet-violet/icon/hariyama.png,Hariyama,,['Fighting'],474,144,120,60,40,60,50
0298,https://img.pokemondb.net/sprites/scarlet-violet/icon/azurill.png,Azurill,,"['Normal', 'Fairy']",190,50,20,40,20,40,20
0299,https://img.pokemondb.net/sprites/scarlet-violet/icon/nosepass.png,Nosepass,,['Rock'],375,30,45,135,45,90,30
0300,https://img.pokemondb.net/sprites/scarlet-violet/icon/skitty.png,Skitty,,['Normal'],260,50,45,45,35,35,50
0301,https://img.pokemondb.net/sprites/scarlet-violet/icon/delcatty.png,Delcatty,,['Normal'],400,70,65,65,55,55,90
0302,https://img.pokemondb.net/sprites/scarlet-violet/icon/sableye.png,Sableye,,"['Dark', 'Ghost']",380,50,75,75,65,65,50
0302,https://img.pokemondb.net/sprites/scarlet-violet/icon/sableye-mega.png,Sableye,Mega Sableye,"['Dark', 'Ghost']",480,50,85,125,85,115,20
0303,https://img.pokemondb.net/sprites/scarlet-violet/icon/mawile.png,Mawile,,"['Steel', 'Fairy']",380,50,85,85,55,55,50
0303,https://img.pokemondb.net/sprites/scarlet-violet/icon/mawile-mega.png,Mawile,Mega Mawile,"['Steel', 'Fairy']",480,50,105,125,55,95,50
0304,https://img.pokemondb.net/sprites/scarlet-violet/icon/aron.png,Aron,,"['Steel', 'Rock']",330,50,70,100,40,40,30
0305,https://img.pokemondb.net/sprites/scarlet-violet/icon/lairon.png,Lairon,,"['Steel', 'Rock']",430,60,90,140,50,50,40
0306,https://img.pokemondb.net/sprites/scarlet-violet/icon/aggron.png,Aggron,,"['Steel', 'Rock']",530,70,110,180,60,60,50
0306,https://img.pokemondb.net/sprites/scarlet-violet/icon/aggron-mega.png,Aggron,Mega Aggron,['Steel'],630,70,140,230,60,80,50
0307,https://img.pokemondb.net/sprites/scarlet-violet/icon/meditite.png,Meditite,,"['Fighting', 'Psychic']",280,30,40,55,40,55,60
0308,https://img.pokemondb.net/sprites/scarlet-violet/icon/medicham.png,Medicham,,"['Fighting', 'Psychic']",410,60,60,75,60,75,80
0308,https://img.pokemondb.net/sprites/scarlet-violet/icon/medicham-mega.png,Medicham,Mega Medicham,"['Fighting', 'Psychic']",510,60,100,85,80,85,100
0309,https://img.pokemondb.net/sprites/scarlet-violet/icon/electrike.png,Electrike,,['Electric'],295,40,45,40,65,40,65
0310,https://img.pokemondb.net/sprites/scarlet-violet/icon/manectric.png,Manectric,,['Electric'],475,70,75,60,105,60,105
0310,https://img.pokemondb.net/sprites/scarlet-violet/icon/manectric-mega.png,Manectric,Mega Manectric,['Electric'],575,70,75,80,135,80,135
0311,https://img.pokemondb.net/sprites/scarlet-violet/icon/plusle.png,Plusle,,['Electric'],405,60,50,40,85,75,95
0312,https://img.pokemondb.net/sprites/scarlet-violet/icon/minun.png,Minun,,['Electric'],405,60,40,50,75,85,95
0313,https://img.pokemondb.net/sprites/scarlet-violet/icon/volbeat.png,Volbeat,,['Bug'],430,65,73,75,47,85,85
0314,https://img.pokemondb.net/sprites/scarlet-violet/icon/illumise.png,Illumise,,['Bug'],430,65,47,75,73,85,85
0315,https://img.pokemondb.net/sprites/scarlet-violet/icon/roselia.png,Roselia,,"['Grass', 'Poison']",400,50,60,45,100,80,65
0316,https://img.pokemondb.net/sprites/scarlet-violet/icon/gulpin.png,Gulpin,,['Poison'],302,70,43,53,43,53,40
0317,https://img.pokemondb.net/sprites/scarlet-violet/icon/swalot.png,Swalot,,['Poison'],467,100,73,83,73,83,55
0318,https://img.pokemondb.net/sprites/scarlet-violet/icon/carvanha.png,Carvanha,,"['Water', 'Dark']",305,45,90,20,65,20,65
0319,https://img.pokemondb.net/sprites/scarlet-violet/icon/sharpedo.png,Sharpedo,,"['Water', 'Dark']",460,70,120,40,95,40,95
0319,https://img.pokemondb.net/sprites/scarlet-violet/icon/sharpedo-mega.png,Sharpedo,Mega Sharpedo,"['Water', 'Dark']",560,70,140,70,110,65,105
0320,https://img.pokemondb.net/sprites/scarlet-violet/icon/wailmer.png,Wailmer,,['Water'],400,130,70,35,70,35,60
0321,https://img.pokemondb.net/sprites/scarlet-violet/icon/wailord.png,Wailord,,['Water'],500,170,90,45,90,45,60
0322,https://img.pokemondb.net/sprites/scarlet-violet/icon/numel.png,Numel,,"['Fire', 'Ground']",305,60,60,40,65,45,35
